ID,subscribedYN,sec,sessions_completed,series_completed,experience,focus_n,gender_n,dob_given
753,0,695,2,0,1,0,1,1
754,0,570,2,0,2,0,0,1
755,0,170,1,0,2,0,0,1
756,0,700,2,0,3,0,0,1
757,0,1310,4,0,1,0,0,1
758,0,655,2,0,1,0,0,1
759,0,1965,5,0,3,0,1,1
760,0,2215,4,0,3,0,0,1
761,0,250,2,0,3,0,1,1
762,0,710,2,0,3,0,0,1
763,0,640,2,0,3,0,0,1
764,0,595,2,0,3,0,0,1
765,1,710,2,0,2,0,0,1
766,0,1805,4,0,2,0,0,1
767,0,175,2,0,2,0,0,1
768,0,695,2,0,1,0,0,1
769,0,1175,4,0,1,0,0,1
770,0,125,1,0,1,0,0,1
771,0,805,4,0,3,0,0,1
772,0,20,1,0,3,1,0,1
773,0,440,3,0,3,0,0,1
774,0,1285,4,0,2,0,0,1
775,0,155,1,0,4,0,1,1
776,0,425,2,0,1,0,1,1
777,0,355,2,0,2,0,1,1
778,0,150,1,0,1,0,0,1
779,0,17155,29,0,3,0,0,1
780,0,140,1,0,3,0,0,1
781,0,705,2,0,1,0,0,1
782,0,1170,2,0,3,0,0,1
783,0,190,1,0,2,0,0,1
784,0,260,1,0,2,0,1,1
785,0,90,1,0,1,0,1,1
786,0,135,2,0,3,1,0,1
787,0,710,2,0,3,0,0,1
788,0,750,2,0,1,0,0,1
789,0,35,1,0,4,0,0,1
790,0,1370,3,0,1,0,0,1
791,0,350,1,0,1,0,0,1
792,0,420,1,0,2,0,1,1
793,0,1150,4,0,3,0,1,1
794,0,250,1,0,1,0,1,1
795,0,220,2,0,2,0,0,1
796,0,665,2,0,3,1,1,1
797,0,760,2,0,1,0,0,1
798,0,330,3,0,3,0,0,1
799,0,3220,6,0,1,0,1,1
800,0,695,3,0,3,0,0,1
801,0,45,1,0,2,0,1,1
802,0,1020,2,0,3,0,0,1
803,0,715,3,0,4,0,0,1
804,0,635,2,0,2,0,1,1
805,0,690,2,0,3,1,1,1
806,0,75,1,0,1,0,0,1
807,0,1310,4,0,3,0,0,1
808,0,390,2,0,3,0,0,1
809,0,55,1,0,1,0,1,1
810,0,90,1,0,1,0,0,1
811,0,170,1,0,1,0,1,1
812,0,720,2,0,2,0,0,1
813,1,4635,9,0,4,1,0,1
814,0,2930,5,0,1,0,0,1
815,0,1565,3,0,1,0,0,1
816,0,105,2,0,2,0,1,1
817,0,185,1,0,2,0,0,1
818,0,380,1,0,3,0,0,1
819,0,1280,4,0,2,0,1,1
820,0,370,2,0,4,0,1,1
821,0,825,8,0,2,0,1,1
822,0,655,2,0,2,0,0,1
823,0,120,3,0,3,1,0,1
824,0,20,1,0,1,0,0,1
825,0,695,2,0,3,0,0,1
826,0,15,1,0,3,0,0,1
827,0,1075,2,0,1,0,0,1
828,0,1690,3,0,2,0,0,1
829,0,250,1,0,2,0,1,1
830,0,290,1,0,2,0,1,1
831,0,1880,4,0,3,0,0,1
832,0,315,1,0,1,0,1,1
833,0,2965,5,0,3,0,1,1
834,0,275,1,0,1,0,1,1
835,0,110,1,0,3,0,1,1
836,0,260,1,0,1,0,1,1
837,0,700,2,0,3,0,0,1
838,0,60,1,0,3,1,0,1
839,1,4640,10,0,3,0,0,1
840,0,80,1,0,1,0,1,1
841,0,65,1,0,1,0,1,1
842,0,265,14,0,1,0,1,1
843,0,2560,6,0,1,0,1,1
844,0,705,2,0,3,0,1,1
845,0,595,2,0,1,0,0,1
846,0,1190,14,0,3,0,0,1
847,0,445,2,0,1,0,1,1
848,0,140,6,0,2,0,1,1
849,0,1290,3,0,1,0,1,1
850,0,695,2,0,2,0,1,1
851,0,70,1,0,4,0,0,1
852,0,745,2,0,3,0,0,1
853,0,750,2,0,2,0,0,1
854,0,1255,3,0,3,0,0,1
855,0,65,1,0,3,0,0,1
856,0,1790,3,0,1,0,1,1
857,0,1365,4,0,2,0,1,1
858,0,55,1,0,1,0,0,1
859,0,165,1,0,1,0,1,1
860,0,2065,4,0,2,0,0,1
861,0,1855,4,0,1,0,0,1
862,0,235,1,0,2,0,0,1
863,0,4345,9,0,1,0,0,1
864,0,760,2,0,2,0,0,1
865,0,185,1,0,2,0,0,1
866,0,310,1,0,1,0,0,1
867,0,65,1,0,1,0,0,1
868,0,1010,3,0,1,0,0,1
869,0,210,1,0,1,0,0,1
870,0,650,2,0,3,0,0,1
871,0,135,2,0,1,0,1,1
872,0,120,1,0,2,0,0,1
873,0,1280,3,0,1,0,0,1
874,0,65,1,0,2,0,1,1
875,0,655,2,0,3,0,0,1
876,0,115,5,0,3,0,0,1
877,0,1855,3,0,3,0,0,1
878,0,595,3,0,2,0,1,1
879,0,695,2,0,4,1,0,1
880,0,640,2,0,3,0,1,1
881,0,200,2,0,3,0,0,1
882,0,25,1,0,3,0,0,1
883,0,100,2,0,1,0,0,1
884,0,115,1,0,1,0,1,1
885,0,655,2,0,1,0,1,1
886,0,655,2,0,2,0,0,1
887,0,690,2,0,2,0,0,1
888,0,1565,3,0,1,0,0,1
889,0,1875,4,0,2,0,1,1
890,0,1005,7,0,1,0,1,1
891,0,695,2,0,2,0,0,1
892,0,300,1,0,3,0,0,1
893,0,660,2,0,1,0,0,1
894,0,1000,3,0,1,0,0,1
895,0,1190,1,0,3,1,0,1
896,0,100,2,0,2,0,1,1
897,0,1150,3,0,2,0,0,1
898,0,120,1,0,2,0,1,1
899,0,150,1,0,2,0,0,1
900,0,1315,4,0,3,0,1,1
901,0,670,2,0,3,0,1,1
902,0,435,2,0,1,0,0,1
903,0,1295,4,0,2,0,0,1
904,0,3065,6,0,1,0,0,1
905,0,420,3,0,1,0,1,1
906,1,705,1,0,3,0,0,1
907,0,1555,3,0,3,0,1,1
908,0,1850,4,0,3,1,0,1
909,0,25,1,0,2,0,1,1
910,1,4375,9,0,4,0,0,1
911,0,3785,7,0,3,0,0,1
912,1,385,1,0,3,0,0,1
913,0,170,1,0,2,0,1,1
914,0,1310,3,0,1,0,0,1
915,0,650,2,0,3,0,0,1
916,0,1165,3,0,1,0,1,1
917,0,860,3,0,2,0,0,1
918,0,225,3,0,1,0,0,1
919,0,550,2,0,1,0,0,1
920,0,2500,5,0,3,0,0,1
921,0,1970,3,0,2,0,0,1
922,0,1950,4,0,2,0,0,1
923,1,825,2,0,4,0,0,1
924,0,165,1,0,3,1,1,1
925,0,6395,15,0,1,0,1,1
926,0,1630,3,0,1,0,0,1
927,0,50,1,0,3,1,0,1
928,0,645,2,0,2,0,0,1
929,0,6195,14,0,3,0,1,1
930,0,1865,4,0,2,0,0,1
931,0,745,2,0,2,0,0,1
932,0,65,1,0,4,0,0,1
933,0,1265,3,0,1,0,0,1
934,0,225,1,0,4,1,0,1
935,0,15,1,0,3,0,0,1
936,0,3785,8,0,1,0,0,1
937,0,315,2,0,1,0,0,1
938,0,85,1,0,2,0,0,1
939,0,870,3,0,1,0,0,1
940,0,670,2,0,3,0,1,1
941,0,410,1,0,3,0,0,1
942,0,8165,13,0,2,0,1,1
943,0,355,4,0,3,0,0,1
944,0,1515,1,0,3,1,1,1
945,0,23385,60,12,2,1,0,1
946,0,1745,4,0,2,0,1,1
947,0,700,2,0,1,0,0,1
948,0,125,1,0,3,0,1,1
949,0,110,1,0,2,0,0,1
950,0,60,1,0,2,0,1,1
951,0,635,3,0,3,0,0,1
952,0,1290,3,0,1,0,0,1
953,0,165,1,0,4,0,0,1
954,0,695,2,0,2,0,0,1
955,0,1350,4,0,1,0,0,1
956,0,640,2,0,1,0,0,1
957,0,50,1,0,2,0,1,1
958,0,115,1,0,2,0,0,1
959,0,565,1,0,2,0,1,1
960,0,635,2,0,3,0,0,1
961,0,75,1,0,3,0,1,1
962,0,60,1,0,1,0,0,1
963,1,1015,2,0,3,0,1,1
964,0,20,1,0,2,0,0,1
965,0,105,1,0,1,0,1,1
966,1,2645,5,0,2,0,1,1
967,0,25,1,0,2,0,0,1
968,0,660,2,0,2,0,0,1
969,0,1490,7,0,3,0,0,1
970,1,220,1,0,2,0,1,1
971,0,130,1,0,3,0,0,1
972,1,1410,3,0,2,0,0,1
973,0,655,2,0,2,0,0,1
974,0,1190,5,0,1,0,0,1
975,0,110,1,0,2,0,0,1
976,0,660,2,0,3,0,0,1
977,0,1880,4,0,1,0,1,1
978,0,955,2,0,1,0,1,1
979,0,1270,3,0,2,0,0,1
980,0,700,2,0,3,0,1,1
981,0,395,2,0,2,0,1,1
982,0,1270,3,0,1,0,0,1
983,0,140,1,0,2,0,1,1
984,0,1995,4,0,3,0,0,1
985,0,715,4,0,1,0,1,1
986,0,60,1,0,2,0,0,1
987,0,885,2,0,1,0,0,1
988,0,15,1,0,1,0,0,1
989,0,125,2,0,3,0,1,1
990,0,645,4,0,3,0,0,1
991,0,5310,5,2,1,1,0,1
992,0,190,1,0,1,0,0,1
993,0,65,1,0,1,0,0,1
994,0,1315,4,0,2,0,0,1
995,0,45,1,0,1,0,0,1
996,0,300,1,0,3,0,0,1
997,0,665,2,0,1,0,0,1
998,0,220,1,0,1,0,0,1
999,0,695,2,0,3,1,0,1
1000,0,60,1,0,3,1,0,1
1001,0,2280,6,0,3,0,1,1
1002,0,2185,6,0,1,0,1,1
1003,0,705,2,0,2,0,0,1
1004,0,2625,7,0,1,0,1,1
1005,0,135,1,0,3,0,1,1
1006,0,415,2,0,1,0,1,1
1007,0,140,2,0,1,0,0,1
1008,0,405,1,0,1,0,0,1
1009,0,645,2,0,1,0,1,1
1010,1,2230,5,0,3,0,0,1
1011,0,660,2,0,3,0,1,1
1012,0,2670,4,0,1,0,0,1
1013,0,810,9,0,1,0,0,1
1014,0,445,1,0,2,0,1,1
1015,0,2445,5,0,1,0,0,1
1016,0,540,1,0,2,0,0,1
1017,0,90,1,0,3,0,1,1
1018,0,990,3,0,1,0,0,1
1019,0,65,1,0,3,1,1,1
1020,0,700,2,0,3,0,1,1
1021,0,410,2,0,2,0,0,1
1022,0,1585,3,0,1,0,0,1
1023,0,3730,7,0,2,0,0,1
1024,0,425,1,0,1,0,0,1
1025,0,670,2,0,1,0,0,1
1026,0,425,2,0,3,0,0,1
1027,0,200,1,0,2,0,0,1
1028,0,140,1,0,3,0,1,1
1029,0,2170,4,0,1,0,1,1
1030,0,20,1,0,2,0,0,1
1031,0,2505,3,0,3,0,0,1
1032,0,690,3,0,1,0,0,1
1033,0,395,2,0,3,0,0,1
1034,0,440,1,0,1,0,1,1
1035,0,1210,6,0,1,0,0,1
1036,0,875,3,0,3,0,1,1
1037,0,195,1,0,3,0,1,1
1038,1,4555,6,0,3,0,0,1
1039,0,715,3,0,3,0,0,1
1040,0,1005,3,0,2,0,0,1
1041,0,5595,12,0,3,1,1,1
1042,0,810,3,0,2,0,1,1
1043,0,660,2,0,1,0,0,1
1044,0,785,2,0,2,0,1,1
1045,0,40,1,0,2,0,0,1
1046,0,165,1,0,2,0,1,1
1047,0,30,1,0,1,0,0,1
1048,0,1265,5,0,2,0,0,1
1049,0,1910,4,0,3,0,1,1
1050,0,55,1,0,2,0,1,1
1051,0,165,1,0,1,0,0,1
1052,0,495,1,0,1,0,0,1
1053,0,100,1,0,3,0,0,1
1054,0,105,1,0,1,0,1,1
1055,1,2105,4,0,4,0,0,1
1056,0,7645,20,0,2,0,1,1
1057,0,985,3,0,1,0,0,1
1058,0,665,2,0,1,0,1,1
1059,0,295,3,0,3,0,0,1
1060,0,710,2,0,1,0,1,1
1061,0,615,7,0,3,0,0,1
1062,0,1075,4,0,2,0,0,1
1063,0,360,1,0,2,0,0,1
1064,0,200,2,0,2,0,0,1
1065,0,665,2,0,1,0,1,1
1066,0,415,1,0,2,0,1,1
1067,0,1285,3,0,2,0,1,1
1068,0,135,2,0,2,0,0,1
1069,0,65,1,0,1,0,0,1
1070,0,2925,5,0,1,0,0,1
1071,0,1325,3,0,1,0,1,1
1072,0,375,2,0,3,0,1,1
1073,0,220,1,0,3,0,1,1
1074,0,700,2,0,1,0,0,1
1075,0,65,1,0,1,0,0,1
1076,1,1300,3,0,3,0,0,1
1077,0,20,1,0,1,0,0,1
1078,0,25,1,0,3,1,0,1
1079,0,745,12,2,2,0,0,1
1080,0,135,1,0,1,0,0,1
1081,0,15,1,0,2,0,1,1
1082,0,65,2,0,3,0,0,1
1083,0,30,1,0,3,0,1,1
1084,0,950,2,0,3,0,0,1
1085,0,2465,5,0,3,0,0,1
1086,0,60,1,0,2,0,0,1
1087,0,1925,4,0,3,0,0,1
1088,0,1120,3,0,3,0,0,1
1089,0,1115,2,0,3,0,0,1
1090,0,760,3,0,2,0,1,1
1091,0,4700,19,0,3,0,0,1
1092,0,710,2,0,3,0,0,1
1093,0,130,2,0,3,0,0,1
1094,0,2650,7,0,3,0,0,1
1095,0,415,1,0,3,1,1,1
1096,0,465,2,0,2,0,0,1
1097,0,30,1,0,1,0,1,1
1098,0,65,1,0,1,0,1,1
1099,0,655,2,0,3,0,0,1
1100,1,1545,3,0,4,0,0,1
1101,0,1580,5,0,1,0,0,1
1102,0,965,5,0,2,0,1,1
1103,0,910,4,0,4,0,0,1
1104,0,1285,4,0,2,0,0,1
1105,0,265,1,0,2,0,1,1
1106,0,705,2,0,2,0,0,1
1107,0,885,2,0,1,0,0,1
1108,0,15,1,0,1,0,0,1
1109,0,520,1,0,2,0,1,1
1110,1,1235,3,0,2,0,0,1
1111,0,685,2,0,3,0,1,1
1112,0,230,1,0,2,0,1,1
1113,0,665,2,0,2,0,0,1
1114,0,55,1,0,2,0,0,1
1115,0,765,3,0,2,0,1,1
1116,0,635,2,0,2,0,0,1
1117,0,6625,8,0,1,0,0,1
1118,0,3740,4,0,3,0,0,1
1119,0,1020,3,0,1,0,0,1
1120,0,150,1,0,2,0,1,1
1121,0,240,1,0,1,0,0,1
1122,0,40,1,0,3,1,1,1
1123,0,1425,1,0,2,0,1,1
1124,0,95,1,0,3,1,0,1
1125,0,1220,3,0,2,0,1,1
1126,0,65,1,0,2,0,0,1
1127,0,715,4,0,1,0,1,1
1128,0,20,1,0,1,0,1,1
1129,0,1520,3,0,4,0,1,1
1130,0,2265,6,0,1,0,0,1
1131,0,225,1,0,1,0,1,1
1132,0,665,2,0,1,0,0,1
1133,0,125,1,0,1,0,0,1
1134,0,25,1,0,2,0,0,1
1135,0,700,2,0,1,0,1,1
1136,0,1220,3,0,1,0,1,1
1137,0,2100,3,0,2,0,1,1
1138,0,655,2,0,1,0,0,1
1139,0,20,1,0,4,0,0,1
1140,0,405,1,0,1,0,0,1
1141,1,3105,6,0,4,0,0,1
1142,0,700,2,0,3,0,0,1
1143,0,290,2,0,4,1,0,1
1144,0,380,2,0,1,0,0,1
1145,0,2650,5,0,1,0,0,1
1146,0,315,5,0,3,0,0,1
1147,0,80,1,0,3,0,1,1
1148,0,145,1,0,3,0,0,1
1149,0,700,2,0,2,0,1,1
1150,0,655,2,0,3,0,0,1
1151,0,670,5,0,3,0,0,1
1152,0,185,2,0,3,1,0,1
1153,0,595,2,0,1,0,1,1
1154,0,465,2,0,2,0,0,1
1155,0,1315,3,0,2,0,1,1
1156,0,130,1,0,3,0,0,1
1157,0,1980,5,0,1,0,0,1
1158,0,150,1,0,1,0,0,1
1159,0,65,1,0,1,0,1,1
1160,0,145,2,0,3,0,1,1
1161,0,65,1,0,1,0,1,1
1162,0,45,1,0,1,0,0,1
1163,0,1825,5,0,2,0,1,1
1164,0,1530,3,0,2,0,1,1
1165,0,105,1,0,1,0,1,1
1166,0,705,2,0,4,0,0,1
1167,0,300,1,0,3,0,0,1
1168,0,1300,3,0,2,0,1,1
1169,0,965,2,0,1,0,0,1
1170,0,960,2,0,1,0,1,1
1171,0,430,2,0,3,0,1,1
1172,0,20,1,0,2,0,0,1
1173,0,2015,4,0,1,0,0,1
1174,0,1015,3,0,1,0,1,1
1175,0,150,1,0,2,0,0,1
1176,0,25,1,0,1,0,1,1
1177,0,665,2,0,3,0,0,1
1178,0,65,1,0,2,0,0,1
1179,0,2140,7,0,3,0,0,1
1180,0,735,2,0,1,0,0,1
1181,0,690,2,0,1,0,0,1
1182,1,2085,4,0,2,0,0,1
1183,1,2710,8,0,3,0,1,1
1184,0,100,1,0,3,0,0,1
1185,1,625,1,0,3,0,0,1
1186,0,1590,1,0,2,1,1,1
1187,0,230,2,0,1,1,0,1
1188,0,235,1,0,2,0,0,1
1189,0,655,2,0,3,0,0,1
1190,0,1260,3,0,1,0,0,1
1191,0,655,2,0,3,0,0,1
1192,0,80,1,0,1,0,1,1
1193,0,315,2,0,3,0,0,1
1194,0,3260,9,0,3,0,1,1
1195,1,9360,11,0,3,0,0,1
1196,0,170,1,0,3,0,1,1
1197,0,815,3,0,1,0,1,1
1198,0,215,1,0,2,0,0,1
1199,0,270,2,0,1,0,0,1
1200,0,195,3,0,3,1,0,1
1201,0,1870,5,0,3,0,0,1
1202,0,1385,4,0,1,0,1,1
1203,0,1335,3,0,2,0,0,1
1204,0,55,1,0,3,1,1,1
1205,0,710,2,0,3,0,0,1
1206,0,1290,3,0,3,0,0,1
1207,0,665,2,0,2,0,0,1
1208,0,1310,7,0,2,0,0,1
1209,1,4355,9,2,3,0,0,1
1210,0,65,1,0,1,0,1,1
1211,0,30,1,0,1,0,0,1
1212,0,195,2,0,1,0,1,1
1213,0,775,2,0,1,0,0,1
1214,0,810,3,0,3,0,0,1
1215,0,30,2,0,1,0,1,1
1216,0,675,2,0,2,0,0,1
1217,0,435,2,0,1,0,0,1
1218,0,25,1,0,1,0,1,1
1219,0,2690,6,0,2,0,1,1
1220,0,3455,10,0,1,0,0,1
1221,0,515,1,0,1,0,0,1
1222,0,400,1,0,2,0,0,1
1223,0,125,1,0,2,0,0,1
1224,0,955,2,0,3,0,0,1
1225,0,3445,11,0,1,0,1,1
1226,0,2440,5,0,2,0,0,1
1227,0,2700,6,0,3,0,0,1
1228,0,30,1,0,1,0,0,1
1229,0,1235,3,0,2,0,0,1
1230,0,255,4,0,2,0,1,1
1231,0,675,2,0,2,0,1,1
1232,0,75,1,0,1,0,0,1
1233,1,9885,20,0,3,0,1,1
1234,0,1985,4,0,2,0,0,1
1235,0,90,1,0,1,0,0,1
1236,0,115,1,0,1,0,1,1
1237,0,25,1,0,3,0,0,1
1238,1,1895,5,0,3,0,0,1
1239,0,505,4,0,3,0,0,1
1240,0,20,1,0,1,1,0,1
1241,0,120,1,0,1,0,0,1
1242,0,280,2,0,1,0,1,1
1243,0,535,2,0,2,0,0,1
1244,0,310,3,0,1,0,0,1
1245,0,475,1,0,2,0,1,1
1246,0,410,1,0,2,0,0,1
1247,0,750,2,0,1,0,0,1
1248,0,100,2,0,2,0,1,1
1249,0,405,1,0,1,0,0,1
1250,1,2260,7,0,4,0,0,1
1251,0,615,2,0,2,0,0,1
1252,0,2435,4,0,1,0,0,1
1253,0,3775,5,0,3,1,0,1
1254,0,980,2,0,1,0,1,1
1255,0,145,2,0,1,0,0,1
1256,0,180,3,0,1,0,1,1
1257,0,700,2,0,2,0,1,1
1258,0,625,2,0,2,0,0,1
1259,0,1200,4,0,3,0,1,1
1260,0,550,1,0,2,0,1,1
1261,0,670,2,0,2,0,0,1
1262,0,700,2,0,3,0,0,1
1263,0,690,2,0,1,0,0,1
1264,0,655,2,0,1,0,0,1
1265,0,810,2,0,1,0,1,1
1266,0,790,4,0,1,0,1,1
1267,0,775,4,0,3,0,0,1
1268,1,1505,6,0,3,0,0,1
1269,0,35,1,0,1,0,0,1
1270,0,2390,5,0,2,0,0,1
1271,0,405,1,0,2,0,1,1
1272,0,765,3,0,4,1,0,1
1273,0,715,2,0,1,0,1,1
1274,0,125,1,0,3,0,0,1
1275,0,1160,3,0,1,0,0,1
1276,0,130,1,0,1,0,0,1
1277,0,1785,11,0,1,0,0,1
1278,0,485,1,0,3,0,0,1
1279,0,1055,3,0,2,0,1,1
1280,0,690,2,0,2,0,1,1
1281,0,415,2,0,3,0,1,1
1282,0,1265,3,0,1,0,0,1
1283,0,5525,8,0,2,0,0,1
1284,0,1630,4,0,1,0,0,1
1285,0,575,2,0,1,0,1,1
1286,0,140,3,0,1,0,0,1
1287,0,700,2,0,1,0,0,1
1288,0,405,2,0,1,0,1,1
1289,0,1405,5,0,1,0,0,1
1290,0,655,3,0,3,0,1,1
1291,0,165,2,0,1,0,0,1
1292,0,225,3,0,2,0,0,1
1293,0,15,1,0,2,0,0,1
1294,0,355,1,0,1,0,1,1
1295,0,435,2,0,1,0,0,1
1296,0,20,1,0,1,0,1,1
1297,0,1265,2,0,2,0,1,1
1298,0,3120,5,0,3,0,0,1
1299,0,1285,3,0,3,0,0,1
1300,0,600,1,0,1,0,0,1
1301,0,6540,17,2,2,0,0,1
1302,0,2505,6,0,2,0,0,1
1303,0,55,1,0,1,0,0,1
1304,0,1100,4,0,3,0,1,1
1305,0,35,1,0,1,0,0,1
1306,0,655,2,0,1,0,0,1
1307,0,115,1,0,3,0,1,1
1308,0,1395,3,0,3,0,1,1
1309,0,690,2,0,2,0,1,1
1310,0,25,1,0,1,0,0,1
1311,0,160,1,0,2,0,1,1
1312,0,65,1,0,1,0,1,1
1313,0,445,11,0,1,0,1,1
1314,0,1285,4,0,1,0,1,1
1315,0,650,2,0,1,0,1,1
1316,0,70,1,0,1,0,0,1
1317,0,15,1,0,1,0,0,1
1318,0,65,2,0,3,0,1,1
1319,0,625,2,0,2,0,1,1
1320,0,180,1,0,3,0,0,1
1321,0,20,1,0,1,0,1,1
1322,0,140,1,0,1,0,0,1
1323,0,580,2,0,3,0,1,1
1324,0,3125,6,0,1,0,0,1
1325,0,720,4,0,3,0,1,1
1326,0,765,2,0,1,0,0,1
1327,0,180,2,0,1,0,0,1
1328,0,115,1,0,2,0,0,1
1329,1,6260,14,2,3,0,1,1
1330,0,480,2,0,1,0,1,1
1331,0,7515,8,0,3,1,1,1
1332,0,950,2,0,1,0,0,1
1333,0,615,2,0,3,0,0,1
1334,0,2190,6,0,2,0,0,1
1335,0,665,2,0,1,0,0,1
1336,0,695,2,0,2,0,1,1
1337,0,160,1,0,1,0,1,1
1338,0,220,2,0,1,0,0,1
1339,0,495,3,0,2,0,1,1
1340,0,65,1,0,2,0,0,1
1341,0,210,1,0,3,0,0,1
1342,0,430,1,0,1,0,0,1
1343,0,45,1,0,2,0,0,1
1344,0,150,1,0,4,0,1,1
1345,0,445,2,0,3,0,0,1
1346,0,1555,3,0,3,1,1,1
1347,0,265,1,0,1,0,0,1
1348,0,25,1,0,1,0,1,1
1349,0,320,1,0,3,0,1,1
1350,0,700,2,0,2,0,1,1
1351,0,60,1,0,3,0,1,1
1352,0,730,2,0,3,0,0,1
1353,0,665,2,0,3,0,0,1
1354,0,290,1,0,1,0,0,1
1355,0,1830,3,0,2,0,1,1
1356,0,700,2,0,3,0,1,1
1357,0,1175,3,0,1,0,0,1
1358,0,25,1,0,1,0,1,1
1359,0,570,5,0,2,0,0,1
1360,0,65,1,0,2,0,1,1
1361,0,2735,3,0,2,0,0,1
1362,0,3680,7,0,2,0,1,1
1363,0,1360,4,0,1,0,0,1
1364,0,60,1,0,1,0,0,1
1365,0,2265,10,0,3,0,0,1
1366,0,85,1,0,3,0,0,1
1367,0,190,2,0,4,0,0,1
1368,0,690,2,0,1,0,0,1
1369,0,965,2,0,2,0,0,1
1370,0,360,1,0,3,0,0,1
1371,0,420,2,0,1,0,0,1
1372,0,1845,1,0,1,1,0,1
1373,0,730,3,0,2,0,1,1
1374,0,690,2,0,2,0,1,1
1375,0,1125,3,0,3,0,1,1
1376,0,220,1,0,2,0,1,1
1377,0,250,6,0,1,0,1,1
1378,0,400,1,0,1,0,0,1
1379,0,660,2,0,1,0,0,1
1380,0,700,2,0,1,0,0,1
1381,0,445,1,0,3,0,0,1
1382,0,555,2,0,1,0,1,1
1383,0,530,2,0,3,0,1,1
1384,0,580,2,0,1,0,0,1
1385,0,115,1,0,1,0,0,1
1386,0,35,1,0,1,0,1,1
1387,0,670,2,0,3,0,0,1
1388,0,1315,3,0,2,0,0,1
1389,1,11200,19,3,3,1,0,1
1390,0,725,2,0,2,0,1,1
1391,0,25,2,0,1,0,0,1
1392,0,2550,4,0,2,0,1,1
1393,0,845,3,0,4,0,0,1
1394,0,695,2,0,3,0,1,1
1395,0,940,2,0,3,0,0,1
1396,1,1105,3,0,2,0,1,1
1397,0,255,1,0,1,0,0,1
1398,0,445,3,0,2,0,1,1
1399,0,700,2,0,2,0,1,1
1400,0,400,1,0,2,0,0,1
1401,0,665,2,0,3,0,0,1
1402,1,4280,9,2,3,0,0,1
1403,0,690,2,0,3,0,0,1
1404,0,1300,3,0,3,0,1,1
1405,0,100,1,0,3,0,0,1
1406,0,225,1,0,2,0,0,1
1407,0,12550,33,0,1,0,1,1
1408,0,525,2,0,1,0,0,1
1409,0,125,5,0,1,0,0,1
1410,0,180,1,0,1,0,0,1
1411,0,395,2,0,1,0,1,1
1412,0,100,1,0,2,0,0,1
1413,0,4520,12,0,2,0,0,1
1414,0,195,1,0,2,0,0,1
1415,0,60,1,0,1,0,0,1
1416,0,1015,2,0,1,0,0,1
1417,0,695,2,0,1,0,1,1
1418,0,925,1,0,1,0,0,1
1419,0,330,1,0,1,0,1,1
1420,0,680,2,0,2,0,0,1
1421,1,8260,18,0,1,0,1,1
1422,0,145,2,0,1,0,1,1
1423,0,420,2,0,3,0,0,1
1424,0,65,1,0,2,0,0,1
1425,0,60,1,0,1,0,0,1
1426,0,670,2,0,4,0,0,1
1427,0,60,1,0,2,0,0,1
1428,0,675,2,0,2,0,0,1
1429,0,70,2,0,1,0,0,1
1430,0,125,1,0,3,0,1,1
1431,0,285,2,0,1,0,0,1
1432,0,770,2,0,3,0,0,1
1433,0,170,1,0,1,0,0,1
1434,0,35,1,0,1,0,0,1
1435,0,600,3,0,2,0,0,1
1436,0,275,1,0,2,0,1,1
1437,0,155,1,0,1,0,0,1
1438,0,175,1,0,1,0,0,1
1439,0,205,1,0,1,0,0,1
1440,0,985,2,0,2,0,1,1
1441,0,650,2,0,3,0,0,1
1442,0,55,4,0,2,0,1,1
1443,0,400,1,0,2,0,0,1
1444,0,285,3,0,1,0,0,1
1445,0,15,1,0,1,0,0,1
1446,0,635,2,0,2,0,0,1
1447,0,145,2,0,1,0,0,1
1448,0,665,2,0,2,0,0,1
1449,0,120,1,0,1,0,1,1
1450,0,1845,4,0,1,0,0,1
1451,0,1255,2,0,2,0,1,1
1452,0,740,3,0,1,0,1,1
1453,0,825,2,0,1,0,0,1
1454,1,8010,17,10,2,0,0,1
1455,0,465,3,0,1,0,0,1
1456,0,665,2,0,2,0,0,1
1457,1,1055,4,0,2,0,0,1
1458,0,2150,4,0,1,0,0,1
1459,1,1625,4,0,4,0,0,1
1460,0,165,1,0,2,0,1,1
1461,0,460,2,0,1,0,0,1
1462,0,45,1,0,2,0,0,1
1463,0,2505,8,0,3,0,1,1
1464,0,360,1,0,4,0,0,1
1465,0,1225,3,0,3,0,1,1
1466,0,1920,5,0,3,0,1,1
1467,0,1540,4,0,1,0,1,1
1468,0,170,2,0,1,0,0,1
1469,0,665,2,0,1,0,1,1
1470,0,2630,7,0,3,0,0,1
1471,0,700,2,0,3,0,0,1
1472,0,665,2,0,3,0,0,1
1473,0,105,1,0,2,0,0,1
1474,0,1705,4,0,1,0,0,1
1475,0,1130,4,0,3,0,0,1
1476,0,95,1,0,1,0,0,1
1477,0,700,3,0,2,0,1,1
1478,0,200,3,0,2,0,0,1
1479,0,430,1,0,3,0,1,1
1480,0,315,1,0,1,0,0,1
1481,0,320,1,0,2,0,0,1
1482,0,135,1,0,1,0,1,1
1483,0,70,2,0,1,0,0,1
1484,0,270,2,0,1,0,1,1
1485,0,3025,9,0,1,0,0,1
1486,0,1750,4,0,2,0,1,1
1487,0,360,2,0,2,0,1,1
1488,0,705,2,0,1,0,0,1
